Number ,Isolate name,Sequence name,Alignment  name,Unique name,Tree name,Species,Sequenced by,Country,Country code,Location,Source group,Source three letter,Source,Isolate from ,Date,Year ,ST,CC,sp,mec,Class,Order,Family,Subfamily,Genus,Species,Reference,Source,Number in collection,ERR number,ERR.number.tips,ERR.number.tips.filtered
67,m-MR-7M,8205_1#55,8205_1#55_LGA251,8205155,8205155_Cow_71_97,Staphylococcus aureus,Holmes,UK,GBR,,Cows,BOV,Cow,Milk,2012,2012,71,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,Holmes Group,13,ERR175902,ERR175902,ERR175902
68,DS1,973N0020,973N0020_LGA251,973N0020,973N0020_Goat_71_97,Staphylococcus aureus,Fitzgerald,Austria,AUT,,Cows,CAP,Goat,Mastitis,2005,2005,71,97,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Smyth DS, et al. Molecular genetic typing reveals further insights into the diversity of animal-associated Staphylococcus aureus. Journal of medical microbiology 58, 1343-1353 (2009).",Cyril Smyth,2,PRJEB20741,973N0020,973N0020
69,DS96,973N0021,973N0021_LGA251,973N0021,973N0021_Sheep_71_97,Staphylococcus aureus,Fitzgerald,Denmark,DNK,,Cows,OVI,Sheep,,2005,2005,71,97,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Ovis,aries,"Smyth DS, et al. Molecular genetic typing reveals further insights into the diversity of animal-associated Staphylococcus aureus. Journal of medical microbiology 58, 1343-1353 (2009).",,,PRJEB20741,973N0021,973N0021
70,ASASM24,7229_3#15,7229_3#15_LGA251,7229315,7229315_Human_72_72,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,2006,2006,72,72,,,Mammalia,Primates,Hominidae,,Homo,sapiens,This study ,,,ERR109486,ERR109486,ERR109486
71,ASASM314,7396_2#76,7396_2#76_LGA251,7396276,7396276_Human_78_88,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,2010,2010,78,88,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Warne B, et al. The Ess/Type VII secretion system of Staphylococcus aureus shows unexpected genetic diversity. BMC Genomics 17, 222 (2016).",,,ERR114915,ERR114915,ERR114915
72,M735/97/1,10868_4#46,10868_4#46_LGA251,10868446,10868446_Redsquirrel_80_80,Staphylococcus aureus,Holmes,UK,GBR,,Rodent,SLM,Redsquirrel,liver,1997,1997,80,80,,,Mammalia,Rodentia,Sciuridae,,Sciurus,vulgaris,This study ,Geoff Foster,1,ERR387119,ERR387119,ERR387119
73,H104340409,7068_5#48,7068_5#48_LGA251,7068548,7068548_Human_81_1,Staphylococcus aureus,Holmes,England / Wales,GBR,,Human,HUM,Human,Wound,10/18/10,2010,81,1,t216,,Mammalia,Primates,Hominidae,,Homo,sapiens,This study - PHE Staphylococcal reference lab ,HPA,1,ERR084635,ERR084635,ERR084635
74,ASARH151,8113_5#14,8113_5#14_LGA251,8113514,8113514_Human_88_88,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,1986,1986,88,88,,,Mammalia,Primates,Hominidae,,Homo,sapiens,This study ,,,ERR171834,ERR171834,ERR171834
75,PQ04417,612_106,612_106_LGA251,612106,612106_Human_93_93,Staphylococcus aureus,Fitzgerald,Australia,AUS,,Human,HUM,Human,Clinical Isolate,2004,2004,93,93,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Munckhof WJ, et al. Methicillin-susceptible, non-multiresistant methicillin-resistant and multiresistant methicillin-resistant Staphylococcus aureus infections: a clinical, epidemiological and microbiological comparative study. European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology 27, 355-364 (2008).",Geoff Coombs,1,PRJEB20741,612_106,612_106
76,ASASM139,7229_5#18,7229_5#18_LGA251,7229518,7229518_Human_95_121,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,2007,2007,95,121,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Warne B, et al. The Ess/Type VII secretion system of Staphylococcus aureus shows unexpected genetic diversity. BMC Genomics 17, 222 (2016).",,,ERR109585,ERR109585,ERR109585
77,DS52,973N0032,973N0032_LGA251,973N0032,973N0032_Rabbit_96_96,Staphylococcus aureus,Fitzgerald,Belgium,BEL,,Rabbits,LEP,Rabbit,Clinical Isolate,2000,2000,96,96,,-,Mammalia,Lagomorpha,Leporidae,,Oryctolagus,cuniculus,"Smyth DS, et al, Molecular genetic typing reveals further insights into the 
diversity of animal-associated Staphylococcus aureus. J Med Microbiol. 2009
Oct;58(Pt 10):1343-53.",D.Smyth,1,PRJEB20741,973N0032,973N0032
78,C02 936,7068_5#28,7068_5#28_LGA251,7068528,7068528_Cow_97_97,Staphylococcus aureus,Holmes,England,GBR,Somerset,Cows,BOV,Cow,milk,7/1/06,2006,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,DEFRA,DEFRA,85,ERR084615,ERR084615,ERR084615
79,13_2007_83,FL_5_500bp_s_3,FL_5_500bp_s_3_LGA251,FL5,FL5_Human_97_97,Staphylococcus aureus,Fitzgerald,Turkey,TUR,Samsun,Human,HUM,Human,,5/10/07,2007,97,97,t528,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference:  Strommenger B, Braulke C, Pasemann B, Schmidt C, Witte W. Multiplex PCR for rapid detection of Staphylococcus aureus isolates suspected to represent community-acquired strains. Journal of clinical microbiology 46, 582-587 (2008).",Fitzgerald lab,40,PRJEB20741,FL_5_500bp_s_3,FL_5_500bp_s_3
80,7_2003,803_87,803_87_LGA251,80387,80387_Cow_97_97,Staphylococcus aureus,Fitzgerald,Chile,CHL,,Cows,BOV,Cow,,2003,2003,97,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Smith EM, et al. Multilocus sequence typing of intercontinental bovine Staphylococcus aureus isolates. Journal of clinical microbiology 43, 4737-4743 (2005).",,,PRJEB20741,803_87,803_87
81,42_2003,527_11_s_1,527_11_s_1_LGA251,52711,52711_Goat_97_97,Staphylococcus aureus,Fitzgerald,Portugal,PRT,,Cows,CAP,Goat,,2003,2003,97,97,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013).",,,PRJEB20741,527_11_s_1,527_11_s_1
82,3_2008,AB10_6_500bp_s_3,AB10_6_500bp_s_3_LGA251,AB106,AB106_Pig_97_97,Staphylococcus aureus,Fitzgerald,Italy,ITA,,Pigs,POR,Pig,,2008,2008,97,97,,,Mammalia,Artiodactyla,Suidae,Suinae,Sus,scrofa domestica,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Battisti A, et al. Heterogeneity among methicillin-resistant Staphylococcus aureus from Italian pig finishing holdings. Veterinary microbiology 142, 361-366 (2010).",,,PRJEB20741,AB10_6_500bp_s_3,AB10_6_500bp_s_3
83,75194,7893_8#70,7893_8#70_LGA251,7893870,7893870_Human_101_101,Staphylococcus aureus,Holmes,Denmark,DNK,VBS,Human,HUM,Human,Blood,12/1/11,2011,101,101,,,Mammalia,Primates,Hominidae,,Homo,sapiens,Staten Serum Institute,Staten Serum Institute,11,ERR156400,ERR156400,ERR156400
84,DS29,973N0027,973N0027_LGA251,973N0027,973N0027_Goat_101_101,Staphylococcus aureus,Fitzgerald,Italy,ITA,,Cows,CAP,Goat,Milk,2002,2002,101,101,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Foschino R, Invernizzi A, Barucco R, Stradiotto K. Microbial composition, including the incidence of pathogens, of goat milk from the bergamo region of italy during a lactation year. The Journal of dairy research 69, 213-225 (2002).",Cyril Smyth,1,PRJEB20741,973N0027,973N0027
85,ASASM183,7229_6#58,7229_6#58_LGA251,7229658,7229658_Human_123_123,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,2008,2008,109,9,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Warne B, et al. The Ess/Type VII secretion system of Staphylococcus aureus shows unexpected genetic diversity. BMC Genomics 17, 222 (2016).",,,ERR109625,ERR109625,ERR109625
86,LMA1168,973N0053,973N0053_LGA251,973N0053,973N0053_Cow_115_97,Staphylococcus aureus,Fitzgerald,USA,USA,,Cows,BOV,Cow,Mastitis,1974,1974,115,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Ben Zakour NL, et al. Genome-wide analysis of ruminant Staphylococcus aureus reveals diversification of the core genome. Journal of bacteriology 190, 6302-6317 (2008).",Yves Le Loir,3,PRJEB20741,973N0053,973N0053
87,SAU(M)27,973N0057,973N0057_LGA251,973N0057,973N0057_Cow_118_97,Staphylococcus aureus,Fitzgerald,USA,USA,,Cows,BOV,Cow,,2001,2001,118,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Smith EM, et al. Multilocus sequence typing of intercontinental bovine Staphylococcus aureus isolates. Journal of clinical microbiology 43, 4737-4743 (2005).",Ed Smith,1,PRJEB20741,973N0057,973N0057
88,ST20070880,9472_2#67,9472_2#67_LGA251,9472267,9472267_Human_121_121,Staphylococcus aureus,Holmes,France,FRA,Lyon,Human,HUM,Human,abscess,11/7/07,2007,121,121,,,Mammalia,Primates,Hominidae,,Homo,sapiens,Frederic Laurent,Frederic Laurent,6,ERR294340,ERR294340,ERR294340
89,DL643,0864N0047,0864N0047_LGA251,0864N0047,0864N0047_Rabbit_121_121,Staphylococcus aureus,Fitzgerald,Spain,ESP,,Rabbits,LEP,Rabbit,Mastitis,6/20/07,2007,121,121,,,Mammalia,Lagomorpha,Leporidae,,Oryctolagus,cuniculus,Jose Penades,Jose Penades,36,PRJEB20741,0864N0047,0864N0047
90,CTH14,973N0092,973N0092_LGA251,973N0092,973N0092_Cow_122_45,Staphylococcus aureus,Fitzgerald,USA,USA,,Cows,BOV,Cow,Milk,1987,1987,122,45,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Smith EM, et al. Multilocus sequence typing of intercontinental bovine Staphylococcus aureus isolates. Journal of clinical microbiology 43, 4737-4743 (2005).",Ed Smith,1,PRJEB20741,973N0092,973N0092
91,ASASM298,7396_2#64,7396_2#64,7396264,7396264_Human_123_123,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,2009,2009,123,123,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Warne B, et al. The Ess/Type VII secretion system of Staphylococcus aureus shows unexpected genetic diversity. BMC Genomics 17, 222 (2016).",,,ERR114903,ERR114903,ERR114903
92,9_1987,803_78,803_78_LGA251,80378,80378_Cow_124_97,Staphylococcus aureus,Fitzgerald,USA,USA,,Cows,BOV,Cow,,1987,1987,124,97,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Spoor LE, et al. Livestock Origin for a Human Pandemic Clone of Community-Associated Methicillin-Resistant Staphylococcus aureus. mBio 4,  (2013). Original reference: Smith EM, et al. Multilocus sequence typing of intercontinental bovine Staphylococcus aureus isolates. Journal of clinical microbiology 43, 4737-4743 (2005).",RF lab,1,PRJEB20741,803_78,803_78
93,DS9,973N0024,973N0024_LGA251,973N0024,973N0024_Goat_126_NA,Staphylococcus aureus,Fitzgerald,Italy,ITA,,Cows,CAP,Goat,Milk,2002,2002,126,NA,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Foschino R, Invernizzi A, Barucco R, Stradiotto K. Microbial composition, including the incidence of pathogens, of goat milk from the bergamo region of italy during a lactation year. The Journal of dairy research 69, 213-225 (2002).",Cyril Smyth,2,PRJEB20741,973N0024,973N0024
94,43066,7092_7#67,7092_7#67_LGA251,7092767,7092767_Human_130_130,Staphylococcus aureus,Holmes,Denmark,DNK,N_stved,Human,HUM,Human,Wound,10/13/04,2004,130,130,t843,mecC,Mammalia,Primates,Hominidae,,Homo,sapiens,"Garcia-Alvarez L, et al. Meticillin-resistant Staphylococcus aureus with a novel mecA homologue in human and bovine populations in the UK and Denmark: a descriptive study. The Lancet infectious diseases 11, 595-603 (2011).",Staten Serum Institute,254,ERR084757,ERR084757,ERR084757
95,Z_39,612_55,612_55_LGA251,61255,61255_Mara_130_130,Staphylococcus aureus,Fitzgerald,Denmark,DNK,Copenhagen,Rodent,OEZ,Mara,Commensal,11/3/10,2010,130,130,t7103,,Mammalia,Rodentia,Caviidae,Dolichotinae,Dolichotis,patagonum,"Espinosa-Gongora C, Chrobak D, Moodley A, Bertelsen MF, Guardabassi L. Occurrence and distribution of Staphylococcus aureus lineages among zoo animals. Veterinary microbiology 158, 228-231 (2012).",Jose Penades,2,PRJEB20741,612_55,612_55
96,VI 54664,973N0064,973N0064_LGA251,973N0064,973N0064_Cow_130_130,Staphylococcus aureus,Fitzgerald,Norway,NOR,Troms,Cows,BOV,Cow,,Aug-Oct 2001,2001,130,130,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Jorgensen HJ, Mork T, Hogasen HR, Rorvik LM. Enterotoxigenic Staphylococcus aureus in bulk milk in Norway. Journal of applied microbiology 99, 158-166 (2005).",,,PRJEB20741,973N0064,973N0064
97,VI 54646,612_45,612_45_LGA251,61245,61245_Cow_131_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,Troms,Cows,BOV,Cow,Milk,2001,2001,131,133,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Jorgensen HJ, Mork T, Hogasen HR, Rorvik LM. Enterotoxigenic Staphylococcus aureus in bulk milk in Norway. Journal of applied microbiology 99, 158-166 (2005).",Jèrgensen,1,PRJEB20741,612_45,612_45
98,VI 54653,612_46,612_46_LGA251,61246,61246_Cow_132_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,Oppland,Cows,BOV,Cow,Milk,2001,2001,132,133,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Jorgensen HJ, Mork T, Hogasen HR, Rorvik LM. Enterotoxigenic Staphylococcus aureus in bulk milk in Norway. Journal of applied microbiology 99, 158-166 (2005).",Jèrgensen,2,PRJEB20741,612_46,612_46
99,GKP136-40,9119_2#23,9119_2#23_LGA251,9119223,9119223_Cow_133_133,Staphylococcus aureus,Holmes,UK,GBR,,Cows,BOV,Cow,,12-Oct,2012,133,133,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,Holmes Group,30,ERR246607,ERR246607,ERR246607
100,Z_3,612_57,612_57_LGA251,61257,61257_Capybara_133_133,Staphylococcus aureus,Fitzgerald,Denmark,DNK,Copenhagen,Rodent,OEZ,Capybara,Commensal,9/4/10,2010,133,133,t1166,,Mammalia,Rodentia,Caviidae,Hydrochoerinae,Hydrochoerus,hydrochaeris,"Espinosa-Gongora C, Chrobak D, Moodley A, Bertelsen MF, Guardabassi L. Occurrence and distribution of Staphylococcus aureus lineages among zoo animals. Veterinary microbiology 158, 228-231 (2012).",Jose Penades,19,PRJEB20741,612_57,612_57
101,RF287,612_38,612_38_LGA251,61238,61238_Cow_133_133,Staphylococcus aureus,Fitzgerald,Ireland,IRL,,Cows,BOV,Cow,,Unknown,Unknown,133,133,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Guinane CM, et al, Evolutionary genomics of Staphylococcus aureus
reveals insights into the origin and molecular basis of ruminant host adaptation.
Genome Biol Evol. 2010 Jul 12;2:454-66.",,,PRJEB20741,612_38,612_38
102,Z_10,612_58,612_58_LGA251,61258,61258_Goat_133_133,Staphylococcus aureus,Fitzgerald,Denmark,DNK,Copenhagen,Cows,CAP,Goat,,09.04.2010,2010,133,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Espinosa-Gongora C, Chrobak D, Moodley A, Bertelsen MF, Guardabassi L. Occurrence and distribution of Staphylococcus aureus lineages among zoo animals. Veterinary microbiology 158, 228-231 (2012).",,,PRJEB20741,612_58,612_58
103,Z_61,612_59,612_59_LGA251,61259,61259_Lion_133_133,Staphylococcus aureus,Fitzgerald,Denmark,DNK,Copenhagen,Carnivore,OEZ,Lion,,28.04.2010,2010,133,133,,,Mammalia,Carnivora,Felidae,Pantherinae,Panthera,leo,"Espinosa-Gongora C, Chrobak D, Moodley A, Bertelsen MF, Guardabassi L. Occurrence and distribution of Staphylococcus aureus lineages among zoo animals. Veterinary microbiology 158, 228-231 (2012).",,,PRJEB20741,612_59,612_59
104,DS90,973N0010,973N0010_LGA251,973N0010,973N0010_Sheep_133_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,,Cows,OVI,Sheep,,2005,2005,133,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Ovis,aries,"Mørk T, et al Comparison of Staphylococcus aureus genotypes recovered from cases of bovine, ovine, and
caprine mastitis. J Clin Microbiol. 2005 Aug;43(8):3979-84.",,,PRJEB20741,973N0010,973N0010
105,Z_35,612_62,612_62_LGA251,61262,61262_Tapir_133_133,Staphylococcus aureus,Fitzgerald,Denmark,DNK,Copenhagen,Unclassified,OEZ,Tapir,,29.07.2010,2010,133,133,,,Mammalia,Perissodactyla,Tapiridae,,Tapirus,indicus,"Espinosa-Gongora C, Chrobak D, Moodley A, Bertelsen MF, Guardabassi L. Occurrence and distribution of Staphylococcus aureus lineages among zoo animals. Veterinary microbiology 158, 228-231 (2012).",,,PRJEB20741,612_62,612_62
106,M192/06/1,973N0040,973N0040_LGA251,973N0040,973N0040_Porpoise_133_133,Staphylococcus aureus,Fitzgerald,UK,GBR,,Marine,MAR,Porpoise,,Unknown,Unknown,133,133,,,Mammalia,Cetacea,Phocoenidae,,Phocoena,phocoena,This study,,,PRJEB20741,973N0040,973N0040
107,VI 54659,973N0070,973N0070_LGA251,973N0070,973N0070_Cow_135_5,Staphylococcus aureus,Fitzgerald,Norway,NOR,Sogn og Fjordane,Cows,BOV,Cow,Milk,2001,2001,135,5,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Jorgensen HJ, Mork T, Hogasen HR, Rorvik LM. Enterotoxigenic Staphylococcus aureus in bulk milk in Norway. Journal of applied microbiology 99, 158-166 (2005).",Jèrgensen,1,PRJEB20741,973N0070,973N0070
108,E5663,8205_1#27,8205_1#27_LGA251,8205127,8205127_Human_138_49,Staphylococcus aureus,Holmes,Denmark,DNK,,Human,HUM,Human,Blood,1972,1972,138,49,,,Mammalia,Primates,Hominidae,,Homo,sapiens,Herminia de lancastre,Herminia de lancastre,1,ERR175874,ERR175874,ERR175874
109,VI 54663,612_52,612_52_LGA251,61252,61252_Goat_139_133,Staphylococcus aureus,Fitzgerald,Norway,NOR,Troms,Cows,CAP,Goat,Milk,2001,2001,139,133,,,Mammalia,Artiodactyla,Bovidae,Caprinae,Capra,aegagrus,"Jorgensen HJ, Mork T, Hogasen HR, Rorvik LM. Enterotoxigenic Staphylococcus aureus in bulk milk in Norway. Journal of applied microbiology 99, 158-166 (2005).",Jèrgensen,1,PRJEB20741,612_52,612_52
110,C05 232,7068_5#29,7068_5#29_LGA251,7068529,7068529_Cow_151_151,Staphylococcus aureus,Holmes,England,GBR,Somerset,Cows,BOV,Cow,,7/1/06,2006,151,151,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,DEFRA,DEFRA,24,ERR084616,ERR084616,ERR084616
111,114,973N0068,973N0068_LGA251,973N0068,973N0068_Cow_151_151,Staphylococcus aureus,Fitzgerald,Ireland,IRL,,Cows,BOV,Cow,Mastitis,pre 2000,pre 2000,151,151,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,"Fitzgerald JR, Hartigan PJ, Meaney WJ, Smyth CJ. Molecular population and virulence factor analysis of Staphylococcus aureus from bovine intramammary infection. Journal of applied microbiology 88, 1028-1037 (2000).",Fitzgerald lab,7,PRJEB20741,973N0068,973N0068
112,DS71,973N0041,973N0041_LGA251,973N0041,973N0041_Cat_151_151,Staphylococcus aureus,Fitzgerald,Sweden,SWE,,Carnivore,CPA,Cat,,Unknown,Unknown,151,151,,,Mammalia,Carnivora,Felidae,Felinae,Felis,catus,"Smyth DS,et al Molecular genetic typing reveals further insights into the 
diversity of animal-associated Staphylococcus aureus. J Med Microbiol. 2009
Oct;58(Pt 10):1343-53.",,,PRJEB20741,973N0041,973N0041
113,ASASM86,7229_4#65,7229_4#65_LGA251,7229465,7229465_Human_182_NA,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,2007,2007,182,,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Warne B, et al. The Ess/Type VII secretion system of Staphylococcus aureus shows unexpected genetic diversity. BMC Genomics 17, 222 (2016).",,3,ERR109536,ERR109536,ERR109536
114,GKP138-73B,10868_4#28,10868_4#28_LGA251,10868428,10868428_Cow_188_188,Staphylococcus aureus,Holmes,England,GBR,,Cows,BOV,Cow,Bulk Milk,2012,2012,188,188,,,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,Holmes Group,9,ERR387101,ERR387101,ERR387101
115,Z_34,973N0035,973N0035_LGA251,973N0035,973N0035_Chimpanzee_188_15,Staphylococcus aureus,Fitzgerald,Denmark,DNK,Copenhagen,Monkey,MKY,Chimpanzee,Commensal,7/27/10,2010,188,15,t7099,,Mammalia,Primates,Hominidae,Homininae,Pan,troglodytes,"Espinosa-Gongora C, Chrobak D, Moodley A, Bertelsen MF, Guardabassi L. Occurrence and distribution of Staphylococcus aureus lineages among zoo animals. Veterinary microbiology 158, 228-231 (2012).",Jose Penades,3,PRJEB20741,973N0035,973N0035
116,8/1/1255,0864N0037,0864N0037_LGA251,0864N0037,0864N0037_Human_188_C188,Staphylococcus aureus,Fitzgerald,Netherlands,NLD,,Human,HUM,Human,,2008,2008,188,C188,,,Mammalia,Primates,Hominidae,,Homo,sapiens,This study,,,PRJEB20741,0864N0037,0864N0037
117,24738,10868_4#10,10868_4#10_LGA251,10868410,10868410_Human_225_5,Staphylococcus aureus,Holmes,Germany,DEU,,Human,HUM,Human,,12-Oct,2012,225,5,,mecA,Mammalia,Primates,Hominidae,,Homo,sapiens,Birgit Walther,Birgit Walther,,ERR387083,ERR387083,ERR387083
118,PQ04062,612_111,612_111_LGA251,612111,612111_Human_239_8,Staphylococcus aureus,Fitzgerald,Australia,AUS,,Human,HUM,Human,Clinical Isolate,2004,2004,239,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Munckhof WJ, et al. Methicillin-susceptible, non-multiresistant methicillin-resistant and multiresistant methicillin-resistant Staphylococcus aureus infections: a clinical, epidemiological and microbiological comparative study. European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology 27, 355-364 (2008).",Graeme Nimmo,1,PRJEB20741,612_111,612_111
119,ASARM130,7065_8#64,7065_8#64_LGA251,7065864,7065864_Human_241_8,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,2007,2007,241,8,,,Mammalia,Primates,Hominidae,,Homo,sapiens,"Warne B, et al. The Ess/Type VII secretion system of Staphylococcus aureus shows unexpected genetic diversity. BMC Genomics 17, 222 (2016).",,,ERR084555,ERR084555,ERR084555
120,GKP12981,9472_2#83,9472_2#83_LGA251,9472283,9472283_Cow_243_30,Staphylococcus aureus,Holmes,UK,GBR,,Cows,BOV,Cow,,,,243,30,,-,Mammalia,Artiodactyla,Bovidae,Bovinae,Bos,taurus,This study ,Holmes Group,,ERR294356,ERR294356,ERR294356
121,ASARH168,8113_5#29,8113_5#29_LGA251,8113529,8113529_Human_247_112,Staphylococcus aureus,Peacock,England,GBR,Cambridge,Human,HUM,Human,,1986,1986,247,112,,,Mammalia,Primates,Hominidae,,Homo,sapiens,This study ,,,ERR171849,ERR171849,ERR171849
